shipment_id,timestamp,severity,thread,source,event,station,box_barcode,articles,exp_weight_kg,act_weight_kg,tare_weight_kg,product_weight_kg,abs_weight_diff,print_quality_pct,line_speed_mps,slam,iso_grade,pckg_problem_found,weight_diff,weight_diff_ratio,distance_to_threshold,is_kot
Sp260318091503,2026-01-12 05:27:34,ERROR,VerifyThread-3,com.logistic.conveyer.ScanSystem,Barcode unreadable (Scan error),,BC_LARGE400,,,,,,,,,,,,,,,0
Sp260318091504,2026-01-12 05:27:48,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-04,BC_SMALL100,12,2.441,2.54101,0.09,2.45101,0.010010000000000296,88.13124999999923,2.36,SLAM5_LP1,A,,-0.010010000000000296,0.004,-0.019281999999999702,0
Sp260318091505,2026-01-12 05:28:02,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-11,XX_LARGE80,3,4.389,4.62633,0.29,4.33633,0.052669999999999995,,,,,N,0.052669999999999995,0.012,1.9999999999881224e-06,1
Sp260318091506,2026-01-12 05:28:14,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-09,RK_SMALL90,15,5.881,5.96336,0.12,5.84336,0.03764000000000056,88.09999999999923,1.57,SLAM5_LP2,A,,0.03764000000000056,0.006,-0.03293199999999945,0
Sp260318091507,2026-01-12 05:28:29,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-05,RK_SMALL60,5,2.639,2.69712,0.07,2.62712,0.011879999999999669,88.04374999999922,1.24,SLAM5_LP1,A,,0.011879999999999669,0.005,-0.019788000000000326,0
Sp260318091508,2026-01-12 05:28:43,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-04,RK_SMALL90,1,1.639,1.75228,0.12,1.6322800000000002,0.006719999999999837,88.01249999999922,2.38,SLAM5_LP2,A,,0.006719999999999837,0.004,-0.012948000000000164,0
Sp260318091509,2026-01-12 05:28:55,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-10,RK_SMALL70,16,1.849,1.92199,0.09,1.83199,0.01700999999999997,100.0,1.3,SLAM5_LP1,A,,0.01700999999999997,0.009,-0.00517800000000003,0
Sp260318091510,2026-01-12 05:29:08,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-03,BC_LARGE400,19,0.581,0.7042,0.13,0.5742,0.006799999999999917,99.96875,0.86,SLAM5_LP2,A,,0.006799999999999917,0.012,-0.00017200000000008268,0
Sp260318091511,2026-01-12 05:29:23,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-11,BC_SMALL100,14,2.845,2.92561,0.09,2.83561,0.009390000000000231,99.9125,1.43,SLAM5_LP1,A,,0.009390000000000231,0.003,-0.024749999999999772,0
Sp260318091512,2026-01-12 05:29:37,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-01,XX_LARGE80,11,1.034,1.31645,0.29,1.0264499999999999,0.007550000000000168,99.88125,1.77,SLAM5_LP2,A,,0.007550000000000168,0.007,-0.004857999999999833,0
Sp260318091513,2026-01-12 05:29:52,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-08,BC_SMALL100,18,1.036,1.13191,0.09,1.04191,0.00590999999999986,99.82499999999999,1.2,SLAM5_LP1,A,,-0.00590999999999986,0.006,-0.0065220000000001405,0
Sp260318091514,2026-01-12 05:30:05,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-05,RK_SMALL70,8,2.271,2.33852,0.09,2.24852,0.022479999999999833,99.79374999999999,1.02,SLAM5_LP2,A,,0.022479999999999833,0.01,-0.004772000000000165,0
Sp260318091515,2026-01-12 05:30:17,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-02,BC_MEDIUM200,3,2.244,2.3347,0.11,2.2247000000000003,0.019299999999999873,99.73749999999998,0.89,SLAM5_LP1,A,,0.019299999999999873,0.009,-0.007628000000000131,0
Sp260318091516,2026-01-12 05:30:32,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-01,XX_LARGE80,18,5.199,5.60546,0.29,5.31546,0.11646000000000001,,,,,Y,-0.11646000000000001,0.022,0.05407200000000001,1
Sp260318091517,2026-01-12 05:30:45,INFO,VerifyThread-1,com.logistic.labelmachine.SystemManager,Verification successful,Station-05,BC_LARGE400,20,3.24,3.40856,0.13,3.27856,0.03855999999999993,99.70624999999998,1.56,SLAM5_LP2,A,,-0.03855999999999993,0.012,-0.00032000000000007717,0
Sp260318091518,2026-01-12 05:30:59,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-02,RK_SMALL70,16,2.144,2.22071,0.09,2.13071,0.013290000000000024,99.64999999999998,1.97,SLAM5_LP1,A,,0.013290000000000024,0.006,-0.012437999999999977,0
Sp260318091519,2026-01-12 05:31:13,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-12,XX_LARGE80,20,2.124,2.42398,0.29,2.1339799999999998,0.009979999999999656,99.61874999999998,1.41,SLAM5_LP2,A,,-0.009979999999999656,0.005,-0.015508000000000344,0
Sp260318091520,2026-01-12 05:31:26,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-05,XX_LARGE80,13,5.096,5.34676,0.29,5.05676,0.039240000000000386,99.56249999999997,1.68,SLAM5_LP1,A,,0.039240000000000386,0.008,-0.02191199999999962,0
Sp260318091521,2026-01-12 05:31:39,INFO,VerifyThread-1,com.logistic.labelmachine.SystemManager,Verification successful,Station-08,RK_SMALL60,4,3.217,3.29987,0.07,3.22987,0.012869999999999937,99.53124999999997,1.01,SLAM5_LP2,A,,-0.012869999999999937,0.004,-0.025734000000000062,0
Sp260318091522,2026-01-12 05:31:52,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-02,XX_LARGE80,3,4.389,4.71631,0.29,4.42631,0.03730999999999973,99.47499999999997,1.54,SLAM5_LP1,A,,-0.03730999999999973,0.009,-0.015358000000000274,0
Sp260318091523,2026-01-12 05:32:07,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-09,RK_SMALL90,11,2.329,2.42594,0.12,2.30594,0.02306000000000008,99.44374999999997,0.97,SLAM5_LP2,A,,0.02306000000000008,0.01,-0.004887999999999924,0
Sp260318091524,2026-01-12 05:32:19,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-08,XX_LARGE60,16,0.915,1.15903,0.24,0.91903,0.004029999999999978,99.38749999999996,1.24,SLAM5_LP1,A,,-0.004029999999999978,0.004,-0.006950000000000022,0
Sp260318091525,2026-01-12 05:32:34,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-01,RK_SMALL70,17,5.402,5.4477,0.09,5.3577,0.044299999999999784,99.35624999999996,1.48,SLAM5_LP2,A,,0.044299999999999784,0.008,-0.020524000000000223,0
Sp260318091526,2026-01-12 05:32:47,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-09,RK_SMALL90,17,1.153,1.221,0.12,1.101,0.052000000000000046,,,,,N,0.052000000000000046,0.045,0.038164000000000045,1
Sp260318091527,2026-01-12 05:33:00,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-03,RK_SMALL60,18,3.099,3.21518,0.07,3.1451800000000003,0.04618000000000011,,,,,N,-0.04618000000000011,0.015,0.008992000000000104,1
Sp260318091528,2026-01-12 05:33:15,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-07,RK_SMALL90,5,5.966,6.10688,0.12,5.98688,0.02088000000000001,99.29999999999995,1.4,SLAM5_LP1,A,,-0.02088000000000001,0.003,-0.05071199999999999,0
Sp260318091529,2026-01-12 05:33:29,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-12,BC_MEDIUM200,5,3.833,3.90544,0.11,3.79544,0.03756000000000004,99.26874999999995,1.46,SLAM5_LP2,A,,0.03756000000000004,0.01,-0.008435999999999964,0
Sp260318091530,2026-01-12 05:33:42,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-02,BC_SMALL100,2,5.698,5.82219,0.09,5.73219,0.03418999999999972,99.21249999999995,2.01,SLAM5_LP1,A,,-0.03418999999999972,0.006,-0.034186000000000286,0
Sp260318091531,2026-01-12 05:33:55,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-11,BC_LARGE400,11,1.67,1.81035,0.13,1.6803499999999998,0.01034999999999986,99.18124999999995,1.11,SLAM5_LP2,A,,-0.01034999999999986,0.006,-0.00969000000000014,0
Sp260318091532,2026-01-12 05:34:08,INFO,VerifyThread-1,com.logistic.labelmachine.SystemManager,Verification successful,Station-10,RK_SMALL90,6,2.461,2.60216,0.12,2.48216,0.021160000000000068,99.12499999999994,1.06,SLAM5_LP1,A,,-0.021160000000000068,0.009,-0.008371999999999932,0
Sp260318091533,2026-01-12 05:34:20,ERROR,VerifyThread-4,com.logistic.conveyer.ScanSystem,Barcode unreadable (Scan error),,XX_LARGE80,,,,,,,,,,,,,,,0
Sp260318091534,2026-01-12 05:34:35,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-07,RK_SMALL60,11,3.862,3.91539,0.07,3.84539,0.016610000000000014,99.09374999999994,1.55,SLAM5_LP2,A,,0.016610000000000014,0.004,-0.02973399999999999,0
Sp260318091535,2026-01-12 05:34:49,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-04,BC_MEDIUM200,3,4.516,4.70593,0.11,4.59593,0.07993000000000006,,,,,N,-0.07993000000000006,0.018,0.025738000000000053,1
Sp260318091536,2026-01-12 05:35:03,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-06,XX_LARGE80,12,0.76,1.04688,0.29,0.75688,0.0031200000000000117,99.03749999999994,1.78,SLAM5_LP1,A,,0.0031200000000000117,0.004,-0.005999999999999988,0
Sp260318091537,2026-01-12 05:35:16,INFO,VerifyThread-1,com.logistic.labelmachine.SystemManager,Verification successful,Station-06,RK_SMALL60,5,3.377,3.46321,0.07,3.3932100000000003,0.016210000000000502,99.00624999999994,2.13,SLAM5_LP2,A,,-0.016210000000000502,0.005,-0.024313999999999496,0
Sp260318091538,2026-01-12 05:35:29,INFO,VerifyThread-3,com.logistic.labelmachine.SystemManager,Verification successful,Station-02,RK_SMALL60,14,5.878,5.97798,0.07,5.907979999999999,0.02997999999999923,98.94999999999993,0.92,SLAM5_LP1,A,,-0.02997999999999923,0.005,-0.04055600000000077,0
Sp260318091539,2026-01-12 05:35:42,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-12,XX_LARGE80,8,2.182,2.49491,0.29,2.20491,0.022909999999999986,98.91874999999993,1.18,SLAM5_LP2,A,,-0.022909999999999986,0.01,-0.003274000000000013,0
Sp260318091540,2026-01-12 05:35:54,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-08,RK_SMALL70,11,1.22,1.32305,0.09,1.23305,0.013050000000000006,98.86249999999993,1.84,SLAM5_LP1,A,,-0.013050000000000006,0.011,-0.0015899999999999942,0
Sp260318091541,2026-01-12 05:36:07,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-04,BC_LARGE400,6,2.368,2.48616,0.13,2.35616,0.01183999999999985,98.83124999999993,1.31,SLAM5_LP2,A,,0.01183999999999985,0.005,-0.01657600000000015,0
Sp260318091542,2026-01-12 05:36:20,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-08,XX_LARGE80,12,0.701,1.00831,0.29,0.71831,0.017310000000000048,,,,,N,-0.017310000000000048,0.025,0.008898000000000048,1
Sp260318091543,2026-01-12 05:36:32,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-05,BC_LARGE400,5,4.248,4.41028,0.13,4.28028,0.032280000000000086,98.77499999999992,1.59,SLAM5_LP1,A,,-0.032280000000000086,0.008,-0.018695999999999914,0
Sp260318091544,2026-01-12 05:36:45,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-06,RK_SMALL90,3,3.052,3.1546,0.12,3.0345999999999997,0.017400000000000304,98.74374999999992,1.76,SLAM5_LP2,A,,0.017400000000000304,0.006,-0.0192239999999997,0
Sp260318091545,2026-01-12 05:36:59,ERROR,VerifyThread-1,com.logistic.conveyer.ScanSystem,Barcode unreadable (Scan error),,RK_SMALL70,,,,,,,,,,,,,,,0
Sp260318091546,2026-01-12 05:37:13,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-05,RK_SMALL90,18,5.731,6.028090000000001,0.12,5.9080900000000005,0.17709000000000064,,,,,Y,-0.17709000000000064,0.031,0.10831800000000064,1
Sp260318091547,2026-01-12 05:37:28,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-10,XX_LARGE60,12,3.98,4.24507,0.24,4.00507,0.025069999999999926,98.68749999999991,2.36,SLAM5_LP1,A,,-0.025069999999999926,0.006,-0.022690000000000078,0
Sp260318091548,2026-01-12 05:37:43,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-08,BC_MEDIUM200,9,2.03,2.12214,0.11,2.01214,0.017859999999999765,98.65624999999991,1.13,SLAM5_LP2,A,,0.017859999999999765,0.009,-0.006500000000000235,0
Sp260318091549,2026-01-12 05:37:56,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-04,RK_SMALL60,5,2.439,2.529,0.07,2.459,0.020000000000000018,98.59999999999991,2.38,SLAM5_LP1,A,,-0.020000000000000018,0.008,-0.009267999999999985,0
Sp260318091550,2026-01-12 05:38:09,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-08,RK_SMALL70,5,3.549,3.66775,0.09,3.57775,0.028750000000000053,98.56874999999991,1.24,SLAM5_LP2,A,,-0.028750000000000053,0.008,-0.013837999999999948,0
Sp260318091551,2026-01-12 05:38:23,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-03,BC_LARGE400,7,3.11,3.15385,0.13,3.02385,0.08614999999999995,,,,,N,0.08614999999999995,0.028,0.04882999999999995,1
Sp260318091552,2026-01-12 05:38:38,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-09,RK_SMALL60,19,4.347,4.39744,0.07,4.327439999999999,0.019560000000001132,98.5124999999999,0.92,SLAM5_LP1,A,,0.019560000000001132,0.004,-0.03260399999999888,0
Sp260318091553,2026-01-12 05:38:50,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-04,RK_SMALL90,13,4.976,5.12486,0.12,5.00486,0.028859999999999886,98.4812499999999,2.37,SLAM5_LP2,A,,-0.028859999999999886,0.006,-0.030852000000000115,0
Sp260318091554,2026-01-12 05:39:03,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-06,BC_MEDIUM200,4,1.847,1.94721,0.11,1.83721,0.009789999999999965,98.4249999999999,1.75,SLAM5_LP1,A,,0.009789999999999965,0.005,-0.012374000000000034,0
Sp260318091555,2026-01-12 05:39:17,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-09,RK_SMALL70,10,0.762,0.86069,0.09,0.77069,0.008689999999999976,98.3937499999999,1.46,SLAM5_LP2,A,,-0.008689999999999976,0.011,-0.00045400000000002556,0
Sp260318091556,2026-01-12 05:39:29,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-06,RK_SMALL70,16,2.409,2.60933,0.09,2.51933,0.11033000000000026,,,,,N,-0.11033000000000026,0.046,0.08142200000000026,1
Sp260318091557,2026-01-12 05:39:43,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-08,XX_LARGE60,7,3.78,4.00186,0.24,3.7618599999999995,0.018140000000000267,98.33749999999989,2.34,SLAM5_LP1,A,,0.018140000000000267,0.005,-0.02721999999999973,0
Sp260318091558,2026-01-12 05:39:55,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-12,XX_LARGE60,6,4.786,5.0796,0.24,4.8396,0.053600000000000314,98.30624999999989,1.48,SLAM5_LP2,A,,-0.053600000000000314,0.011,-0.003831999999999683,0
Sp260318091559,2026-01-12 05:40:08,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-12,RK_SMALL60,7,0.549,0.62559,0.07,0.55559,0.006589999999999985,,,,,N,-0.006589999999999985,0.012,1.9999999999837856e-06,1
Sp260318091560,2026-01-12 05:40:21,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-02,XX_LARGE60,10,1.831,2.00783,0.24,1.7678299999999998,0.06317000000000017,,,,,N,0.06317000000000017,0.035,0.04119800000000017,1
Sp260318091561,2026-01-12 05:40:34,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-12,XX_LARGE60,15,2.246,2.50846,0.24,2.26846,0.022460000000000147,98.24999999999989,1.85,SLAM5_LP1,A,,-0.022460000000000147,0.01,-0.004491999999999854,0
Sp260318091562,2026-01-12 05:40:49,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-05,BC_MEDIUM200,20,3.427,3.57538,0.11,3.46538,0.03838000000000008,98.21874999999989,1.88,SLAM5_LP2,A,,-0.03838000000000008,0.011,-0.00274399999999992,0
Sp260318091563,2026-01-12 05:41:01,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-03,BC_SMALL100,11,5.753,5.86889,0.09,5.7788900000000005,0.025890000000000413,98.16249999999988,1.37,SLAM5_LP1,A,,-0.025890000000000413,0.005,-0.04314599999999959,0
Sp260318091564,2026-01-12 05:41:15,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-11,XX_LARGE60,16,2.556,2.8121,0.24,2.5721,0.01609999999999978,98.13124999999988,1.55,SLAM5_LP2,A,,-0.01609999999999978,0.006,-0.01457200000000022,0
Sp260318091565,2026-01-12 05:41:27,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-01,RK_SMALL90,11,1.436,1.56462,0.12,1.44462,0.008620000000000072,98.07499999999987,2.02,SLAM5_LP1,A,,-0.008620000000000072,0.006,-0.008611999999999929,0
Sp260318091566,2026-01-12 05:41:41,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-03,RK_SMALL90,20,3.358,3.51259,0.12,3.3925899999999998,0.03458999999999968,98.04374999999987,0.8,SLAM5_LP2,A,,-0.03458999999999968,0.01,-0.005706000000000329,0
Sp260318091567,2026-01-12 05:41:54,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-07,BC_SMALL100,9,5.635,5.68612,0.09,5.59612,0.038879999999999804,97.98749999999987,2.07,SLAM5_LP1,A,,0.038879999999999804,0.007,-0.028740000000000196,0
Sp260318091568,2026-01-12 05:42:08,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-12,BC_MEDIUM200,17,4.658,4.74704,0.11,4.63704,0.020960000000000534,97.95624999999987,1.48,SLAM5_LP2,A,,0.020960000000000534,0.004,-0.034935999999999474,0
Sp260318091569,2026-01-12 05:42:20,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-03,XX_LARGE80,16,3.491,3.82045,0.29,3.53045,0.039449999999999985,97.89999999999986,1.31,SLAM5_LP1,A,,-0.039449999999999985,0.011,-0.0024420000000000136,0
Sp260318091570,2026-01-12 05:42:34,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-06,RK_SMALL90,4,5.43,5.52937,0.12,5.40937,0.020629999999999704,97.86874999999986,2.02,SLAM5_LP2,A,,0.020629999999999704,0.004,-0.04453000000000029,0
Sp260318091571,2026-01-12 05:42:49,INFO,VerifyThread-2,com.logistic.labelmachine.SystemManager,Verification successful,Station-07,BC_MEDIUM200,5,1.129,1.22963,0.11,1.11963,0.0093700000000001,97.81249999999986,1.79,SLAM5_LP1,A,,0.0093700000000001,0.008,-0.0041779999999999005,0
Sp260318091572,2026-01-12 05:43:03,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-09,RK_SMALL60,11,3.081,3.17411,0.07,3.1041100000000004,0.023110000000000408,97.78124999999986,1.36,SLAM5_LP2,A,,-0.023110000000000408,0.008,-0.01386199999999959,0
Sp260318091573,2026-01-12 05:43:16,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-10,BC_SMALL100,2,2.17,2.27606,0.09,2.1860600000000003,0.016060000000000407,97.72499999999985,1.77,SLAM5_LP1,A,,-0.016060000000000407,0.007,-0.009979999999999593,0
Sp260318091574,2026-01-12 05:43:30,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-02,BC_LARGE400,9,3.22,3.32907,0.13,3.1990700000000003,0.020929999999999893,97.69374999999985,2.4,SLAM5_LP2,A,,0.020929999999999893,0.006,-0.017710000000000108,0
Sp260318091575,2026-01-12 05:43:45,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-02,XX_LARGE80,7,4.223,4.55903,0.29,4.26903,0.046030000000000015,97.63749999999985,1.77,SLAM5_LP1,A,,-0.046030000000000015,0.011,-0.0046459999999999835,0
Sp260318091576,2026-01-12 05:43:57,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-10,RK_SMALL60,9,0.809,0.8879,0.07,0.8179000000000001,0.008900000000000019,97.60624999999985,1.72,SLAM5_LP2,A,,-0.008900000000000019,0.011,-0.0008079999999999823,0
Sp260318091577,2026-01-12 05:44:09,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-01,BC_LARGE400,17,3.558,3.64637,0.13,3.51637,0.04162999999999961,97.54999999999984,1.57,SLAM5_LP1,A,,0.04162999999999961,0.012,-0.001066000000000386,0
Sp260318091578,2026-01-12 05:44:23,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-02,BC_SMALL100,20,4.538,4.35799,0.09,4.26799,0.2700100000000001,,,,,N,0.2700100000000001,0.059,0.21555400000000008,1
Sp260318091579,2026-01-12 05:44:35,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-07,BC_SMALL100,6,2.887,3.07574,0.09,2.9857400000000003,0.09874000000000027,,,,,N,-0.09874000000000027,0.034,0.06409600000000026,1
Sp260318091580,2026-01-12 05:44:47,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-10,BC_SMALL100,17,3.626,3.749,0.09,3.6590000000000003,0.03300000000000036,97.51874999999984,1.37,SLAM5_LP2,A,,-0.03300000000000036,0.009,-0.01051199999999964,0
Sp260318091581,2026-01-12 05:45:02,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-04,BC_MEDIUM200,13,4.508,4.59636,0.11,4.4863599999999995,0.021640000000000548,97.46249999999984,2.01,SLAM5_LP1,A,,0.021640000000000548,0.005,-0.03245599999999945,0
Sp260318091582,2026-01-12 05:45:15,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-04,XX_LARGE60,20,4.722,4.90864,0.24,4.66864,0.05336000000000052,97.43124999999984,1.45,SLAM5_LP2,A,,0.05336000000000052,0.011,-0.003303999999999488,0
Sp260318091583,2026-01-12 05:45:29,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-05,XX_LARGE80,3,2.538,2.86962,0.29,2.57962,0.04161999999999999,,,,,N,-0.04161999999999999,0.016,0.011163999999999993,1
Sp260318091584,2026-01-12 05:45:42,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-06,RK_SMALL60,8,5.07,4.87535,0.07,4.80535,0.2646500000000005,,,,,N,0.2646500000000005,0.052,0.2038100000000005,1
Sp260318091585,2026-01-12 05:45:57,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-09,XX_LARGE80,17,4.246,4.31606,0.29,4.02606,0.21994000000000025,,,,,N,0.21994000000000025,0.052,0.16898800000000025,1
Sp260318091586,2026-01-12 05:46:10,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-09,RK_SMALL60,14,1.551,1.61216,0.07,1.54216,0.008839999999999959,97.37499999999983,2.2,SLAM5_LP1,A,,0.008839999999999959,0.006,-0.009772000000000041,0
Sp260318091587,2026-01-12 05:46:22,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-03,RK_SMALL60,6,5.254,5.43381,0.07,5.36381,0.10981000000000041,,,,,N,-0.10981000000000041,0.021,0.046762000000000414,1
Sp260318091588,2026-01-12 05:46:36,INFO,VerifyThread-4,com.logistic.labelmachine.SystemManager,Verification successful,Station-02,RK_SMALL60,1,0.932,0.99389,0.07,0.9238900000000001,0.00810999999999995,97.34374999999983,1.01,SLAM5_LP2,A,,0.00810999999999995,0.009,-0.0030740000000000507,0
Sp260318091589,2026-01-12 05:46:50,INFO,VerifyThread-1,com.logistic.labelmachine.SystemManager,Verification successful,Station-11,BC_LARGE400,17,5.092,5.25306,0.13,5.12306,0.031060000000000088,97.28749999999982,1.24,SLAM5_LP1,A,,-0.031060000000000088,0.006,-0.03004399999999991,0
Sp260318091590,2026-01-12 05:47:02,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-11,RK_SMALL90,20,0.411,0.53441,0.12,0.41441000000000006,0.0034100000000000796,97.25624999999982,1.37,SLAM5_LP2,A,,-0.0034100000000000796,0.008,-0.0015219999999999201,0
Sp260318091591,2026-01-12 05:47:14,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-06,RK_SMALL70,15,5.7,5.88006,0.09,5.79006,0.09006000000000025,,,,,N,-0.09006000000000025,0.016,0.02166000000000025,1
Sp260318091592,2026-01-12 05:47:27,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-12,XX_LARGE60,12,2.724,2.81963,0.24,2.57963,0.14437000000000033,,,,,N,0.14437000000000033,0.053,0.11168200000000034,1
Sp260318091593,2026-01-12 05:47:39,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-05,BC_SMALL100,20,0.905,1.00224,0.09,0.91224,0.007240000000000024,97.19999999999982,1.12,SLAM5_LP1,A,,-0.007240000000000024,0.008,-0.0036199999999999757,0
Sp260318091594,2026-01-12 05:47:52,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-12,RK_SMALL70,3,0.48,0.57192,0.09,0.48192,0.0019200000000000328,97.16874999999982,1.26,SLAM5_LP2,A,,-0.0019200000000000328,0.004,-0.0038399999999999667,0
Sp260318091595,2026-01-12 05:48:06,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-03,XX_LARGE80,19,4.497,4.76676,0.29,4.47676,0.020240000000000258,97.11249999999981,1.01,SLAM5_LP1,A,,0.020240000000000258,0.005,-0.03372399999999974,0
Sp260318091596,2026-01-12 05:48:21,ERROR,VerifyThread-4,com.logistic.conveyer.ScanSystem,Barcode unreadable (Scan error),,BC_MEDIUM200,,,,,,,,,,,,,,,0
Sp260318091597,2026-01-12 05:48:33,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-03,XX_LARGE80,11,1.406,1.70289,0.29,1.41289,0.006890000000000063,97.08124999999981,1.25,SLAM5_LP2,A,,-0.006890000000000063,0.005,-0.009981999999999935,0
